Title,Region,City,Category,Sub-Category,Sales(USD),Quantity(Units),Discount(Sum),Profit(USD),Profit_Margin(%)
,"('East',)",Kent,Office Supplies,Envelopes,22.92,3,0.0,11.23,49.0
,"('East',)",Kent,Office Supplies,Labels,7.5,2,0.0,3.6,48.0
,"('East',)",Kent,Office Supplies,Storage,228.92,5,0.2,14.31,6.25
,"('East',)",Kent,Technology,Accessories,71.98,3,0.2,-9.0,-12.5
,"('East',)",Kent,Technology,Phones,107.98,3,0.4,-27.0,-25.0
,"('East',)",Lakewood,Furniture,Chairs,634.74,6,0.0,174.07,27.42
,"('East',)",Lakewood,Furniture,Furnishings,108.24,8,0.0,38.43,35.5
,"('East',)",Lakewood,Office Supplies,Appliances,2089.16,9,0.2,767.92,36.76
,"('East',)",Lakewood,Office Supplies,Art,372.8,15,0.2,108.05,28.98
,"('East',)",Lakewood,Office Supplies,Binders,51.7,7,0.7,15.95,30.85
,"('East',)",Lakewood,Office Supplies,Labels,11.52,4,0.0,5.64,48.96
,"('East',)",Lakewood,Office Supplies,Paper,310.43,11,0.2,151.5,48.8
,"('East',)",Lakewood,Office Supplies,Storage,143.64,7,0.2,5.4,3.76
,"('East',)",Lakewood,Technology,Phones,1210.67,14,0.4,360.51,29.78
,"('East',)",Lancaster,Office Supplies,Binders,181.8,18,0.9,23.67,13.02
,"('East',)",Lancaster,Office Supplies,Envelopes,268.58,4,0.2,90.64,33.75
,"('East',)",Lancaster,Office Supplies,Paper,292.94,8,0.4,103.84,35.45
,"('East',)",Lancaster,Office Supplies,Storage,104.9,5,0.0,25.18,24.0
,"('East',)",Lancaster,Technology,Accessories,1649.75,5,0.0,544.42,33.0
,"('East',)",Lawrence,Furniture,Bookcases,565.92,8,0.35,9.73,1.72
,"('East',)",Lawrence,Furniture,Chairs,964.86,10,1.3,10.27,1.06
,"('East',)",Lawrence,Furniture,Furnishings,85.72,6,0.0,25.5,29.75
,"('East',)",Lawrence,Furniture,Tables,2520.62,10,0.4,115.02,4.56
,"('East',)",Lawrence,Office Supplies,Appliances,534.27,10,0.0,149.59,28.0
,"('East',)",Lawrence,Office Supplies,Art,188.0,22,0.4,37.57,19.98
,"('East',)",Lawrence,Office Supplies,Binders,174.15,29,3.4,12.11,6.95
,"('East',)",Lawrence,Office Supplies,Envelopes,63.9,5,0.0,28.75,44.99
,"('East',)",Lawrence,Office Supplies,Fasteners,22.2,5,0.0,10.43,46.98
,"('East',)",Lawrence,Office Supplies,Labels,235.94,3,0.2,85.53,36.25
,"('East',)",Lawrence,Office Supplies,Paper,181.88,12,0.2,82.9,45.58
,"('East',)",Lawrence,Office Supplies,Storage,1701.18,14,0.0,339.66,19.97
,"('East',)",Lawrence,Technology,Accessories,2100.15,26,0.6,794.39,37.83
,"('East',)",Lawrence,Technology,Phones,1443.65,19,1.2,179.12,12.41
,"('East',)",Linden,Furniture,Chairs,266.35,3,0.2,13.32,5.0
,"('East',)",Linden,Furniture,Tables,719.1,8,1.0,-473.27,-65.81
,"('East',)",Linden,Office Supplies,Art,140.75,5,0.0,39.41,28.0
,"('East',)",Linden,Office Supplies,Binders,68.74,9,0.7,-48.12,-70.0
,"('East',)",Linden,Office Supplies,Fasteners,7.24,5,0.2,1.18,16.3
,"('East',)",Linden,Office Supplies,Labels,8.67,3,0.0,4.07,46.94
,"('East',)",Linden,Office Supplies,Paper,34.68,6,0.0,16.99,48.99
,"('East',)",Linden,Office Supplies,Storage,195.51,15,0.0,51.7,26.44
,"('East',)",Linden,Office Supplies,Supplies,25.71,3,0.0,6.68,25.98
,"('East',)",Linden,Technology,Accessories,115.36,7,0.0,49.6,43.0
,"('East',)",Lindenhurst,Furniture,Furnishings,152.78,5,0.0,60.2,39.4
,"('East',)",Lindenhurst,Furniture,Tables,1297.32,14,0.2,66.57,5.13
,"('East',)",Lindenhurst,Office Supplies,Art,119.04,6,0.0,35.71,30.0
,"('East',)",Lindenhurst,Office Supplies,Binders,34.94,6,0.2,11.79,33.74
,"('East',)",Lindenhurst,Office Supplies,Paper,64.73,3,0.2,29.98,46.32
,"('East',)",Lindenhurst,Office Supplies,Storage,534.97,8,0.2,34.31,6.41
,"('East',)",Long Beach,Furniture,Furnishings,15.99,2,0.6,-13.99,-87.49
,"('East',)",Long Beach,Office Supplies,Art,158.66,7,0.2,24.15,15.22
,"('East',)",Long Beach,Office Supplies,Binders,49.63,6,0.2,16.75,33.75
,"('East',)",Long Beach,Office Supplies,Paper,145.21,12,0.4,63.72,43.88
,"('East',)",Long Beach,Office Supplies,Supplies,25.29,3,0.2,5.9,23.33
,"('East',)",Long Beach,Technology,Accessories,571.93,7,0.0,217.13,37.96
,"('East',)",Lorain,Furniture,Bookcases,205.67,2,0.15,-12.1,-5.88
,"('East',)",Lorain,Furniture,Chairs,60.89,1,0.0,15.22,25.0
,"('East',)",Lorain,Furniture,Furnishings,417.9,13,0.2,75.38,18.04
,"('East',)",Lorain,Office Supplies,Appliances,10.89,1,0.0,2.83,25.99
,"('East',)",Lorain,Office Supplies,Art,59.3,9,0.4,10.64,17.94
,"('East',)",Lorain,Office Supplies,Binders,322.7,38,2.6,-36.14,-11.2
,"('East',)",Lorain,Office Supplies,Fasteners,27.95,10,0.0,11.78,42.15
,"('East',)",Lorain,Office Supplies,Labels,14.94,3,0.0,6.87,45.98
,"('East',)",Lorain,Office Supplies,Paper,477.59,19,0.4,201.92,42.28
,"('East',)",Lorain,Office Supplies,Storage,92.4,4,0.2,5.0,5.41
,"('East',)",Lorain,Office Supplies,Supplies,61.37,9,0.2,9.37,15.27
,"('East',)",Lorain,Technology,Accessories,78.37,6,0.6,21.14,26.97
,"('East',)",Lorain,Technology,Copiers,479.98,2,0.2,90.0,18.75
,"('East',)",Lorain,Technology,Phones,2.97,1,0.4,-0.64,-21.55
,"('East',)",Lowell,Furniture,Chairs,2050.36,17,0.6,293.4,14.31
,"('East',)",Lowell,Furniture,Furnishings,24.05,9,0.2,7.21,29.98
,"('East',)",Lowell,Office Supplies,Appliances,249.65,7,1.0,13.89,5.56
,"('East',)",Lowell,Office Supplies,Art,40.08,10,0.2,8.96,22.36
,"('East',)",Lowell,Office Supplies,Binders,19.42,6,1.5,-32.88,-169.31
,"('East',)",Lowell,Office Supplies,Fasteners,48.51,14,0.2,20.5,42.26
,"('East',)",Lowell,Office Supplies,Labels,10.44,5,0.2,3.39,32.47
,"('East',)",Lowell,Office Supplies,Paper,241.13,11,0.2,114.14,47.34
,"('East',)",Lowell,Office Supplies,Storage,1686.23,7,0.0,332.35,19.71
,"('East',)",Lowell,Office Supplies,Supplies,120.78,14,0.2,27.37,22.66
,"('East',)",Lowell,Technology,Phones,246.17,3,0.2,21.54,8.75
,"('East',)",Manchester,Furniture,Bookcases,1043.92,4,0.0,271.42,26.0
,"('East',)",Manchester,Furniture,Chairs,392.94,3,0.0,43.22,11.0
,"('East',)",Manchester,Furniture,Furnishings,30.19,3,0.2,8.3,27.49
,"('East',)",Manchester,Office Supplies,Art,59.58,9,0.6,5.22,8.76
,"('East',)",Manchester,Office Supplies,Binders,588.88,34,3.9,-778.24,-132.16
,"('East',)",Manchester,Office Supplies,Paper,31.1,6,0.2,10.89,35.02
,"('East',)",Manchester,Office Supplies,Storage,104.79,7,0.0,29.34,28.0
,"('East',)",Manchester,Office Supplies,Supplies,7.36,2,0.0,0.15,2.04
,"('East',)",Manchester,Technology,Phones,43.6,5,0.2,4.36,10.0
,"('East',)",Marion,Furniture,Chairs,70.69,1,0.3,-24.24,-34.29
,"('East',)",Marion,Furniture,Furnishings,61.05,11,0.0,25.87,42.38
,"('East',)",Marion,Office Supplies,Appliances,1.39,2,0.8,-3.76,-270.5
,"('East',)",Marion,Office Supplies,Art,66.58,13,0.2,15.18,22.8
,"('East',)",Marion,Office Supplies,Binders,37.27,5,0.4,13.03,34.96
,"('East',)",Marion,Office Supplies,Fasteners,7.86,2,0.0,3.62,46.06
,"('East',)",Marion,Office Supplies,Labels,87.71,7,0.0,41.22,47.0
,"('East',)",Marion,Office Supplies,Paper,71.56,11,0.0,33.82,47.26
,"('East',)",Marion,Office Supplies,Storage,1256.39,9,0.2,97.34,7.75
,"('East',)",Marion,Technology,Accessories,773.3,9,0.0,159.13,20.58
,"('East',)",Marion,Technology,Phones,884.69,7,0.6,15.84,1.79
,"('East',)",Medina,Furniture,Bookcases,452.45,5,0.5,-244.32,-54.0
,"('East',)",Medina,Furniture,Chairs,1212.96,8,0.3,-69.31,-5.71
,"('East',)",Medina,Furniture,Furnishings,21.36,8,0.0,8.12,38.01
,"('East',)",Medina,Furniture,Tables,661.18,2,0.4,-231.41,-35.0
,"('East',)",Medina,Office Supplies,Art,5.28,3,0.0,1.53,28.98
,"('East',)",Medina,Office Supplies,Binders,21.34,7,0.2,7.73,36.22
,"('East',)",Medina,Office Supplies,Fasteners,6.54,3,0.0,2.68,40.98
,"('East',)",Medina,Office Supplies,Labels,23.68,2,0.2,8.88,37.5
,"('East',)",Medina,Office Supplies,Paper,118.48,4,0.0,57.71,48.71
,"('East',)",Medina,Office Supplies,Storage,1807.26,12,0.0,500.44,27.69
,"('East',)",Medina,Technology,Accessories,552.53,11,0.2,48.39,8.76
,"('East',)",Medina,Technology,Machines,1188.0,9,0.7,-950.4,-80.0
,"('East',)",Medina,Technology,Phones,62.98,3,0.4,-14.7,-23.34
,"('East',)",Middletown,Furniture,Bookcases,590.06,7,0.7,-786.74,-133.33
,"('East',)",Middletown,Office Supplies,Art,14.04,3,0.2,1.58,11.25
,"('East',)",Middletown,Office Supplies,Storage,552.56,4,0.0,0.0,0.0
,"('East',)",Mount Vernon,Furniture,Furnishings,4.93,2,0.2,0.74,15.01
,"('East',)",Mount Vernon,Furniture,Tables,510.24,3,0.2,6.38,1.25
,"('East',)",Mount Vernon,Office Supplies,Appliances,281.34,6,0.0,109.72,39.0
,"('East',)",Mount Vernon,Office Supplies,Binders,328.4,9,0.8,156.41,47.63
,"('East',)",Mount Vernon,Office Supplies,Labels,11.78,3,0.2,4.27,36.25
,"('East',)",Mount Vernon,Office Supplies,Paper,327.92,8,0.0,160.69,49.0
,"('East',)",Mount Vernon,Office Supplies,Storage,1261.33,7,0.0,327.95,26.0
,"('East',)",Mount Vernon,Technology,Accessories,416.8,7,0.2,147.58,35.41
,"('East',)",Mount Vernon,Technology,Phones,1017.03,9,0.0,292.65,28.77
,"('East',)",New Brunswick,Furniture,Chairs,851.46,11,0.7,-124.99,-14.68
,"('East',)",New Brunswick,Furniture,Furnishings,44.4,2,0.6,-52.17,-117.5
,"('East',)",New Brunswick,Office Supplies,Art,12.73,5,0.4,3.54,27.81
,"('East',)",New Brunswick,Office Supplies,Binders,52.62,21,2.5,-15.58,-29.61
,"('East',)",New Brunswick,Office Supplies,Envelopes,146.35,3,0.2,49.39,33.75
,"('East',)",New Brunswick,Office Supplies,Fasteners,7.16,2,0.0,3.58,50.0
,"('East',)",New Brunswick,Office Supplies,Labels,12.0,4,0.2,4.2,35.0
,"('East',)",New Brunswick,Office Supplies,Paper,479.25,33,0.0,221.05,46.12
,"('East',)",New Brunswick,Office Supplies,Storage,745.48,5,0.4,-67.78,-9.09
,"('East',)",New Brunswick,Technology,Accessories,76.86,10,0.2,26.48,34.45
,"('East',)",New Brunswick,Technology,Phones,1521.34,8,0.4,96.41,6.34
,"('East',)",New Rochelle,Furniture,Chairs,470.3,7,0.3,-87.34,-18.57
,"('East',)",New Rochelle,Furniture,Furnishings,122.11,13,0.2,38.77,31.75
,"('East',)",New Rochelle,Furniture,Tables,154.76,3,0.4,-36.11,-23.33
,"('East',)",New Rochelle,Office Supplies,Appliances,186.73,1,0.1,41.5,22.22
,"('East',)",New Rochelle,Office Supplies,Binders,3838.41,9,0.0,1919.21,50.0
,"('East',)",New Rochelle,Office Supplies,Paper,77.82,13,0.4,31.74,40.79
,"('East',)",New Rochelle,Office Supplies,Storage,654.66,12,0.2,-39.12,-5.98
,"('East',)",New Rochelle,Office Supplies,Supplies,38.23,4,0.2,5.91,15.46
,"('East',)",New Rochelle,Technology,Accessories,116.78,2,0.2,21.9,18.75
,"('East',)",New Rochelle,Technology,Machines,69.99,1,0.0,30.1,43.01
,"('East',)",New Rochelle,Technology,Phones,391.31,17,0.2,58.63,14.98
,"('East',)",New York City,Furniture,Bookcases,12197.82,95,4.81,-427.44,-3.5
,"('East',)",New York City,Furniture,Chairs,17067.67,133,4.4,2043.46,11.97
,"('East',)",New York City,Furniture,Furnishings,6293.35,305,10.2,1127.05,17.91
,"('East',)",New York City,Furniture,Tables,16746.37,102,7.8,-1837.82,-10.97
,"('East',)",New York City,Office Supplies,Appliances,6929.24,115,3.6,1679.14,24.23
,"('East',)",New York City,Office Supplies,Art,1923.99,257,4.6,490.94,25.52
,"('East',)",New York City,Office Supplies,Binders,21880.21,525,41.2,4204.7,19.22
,"('East',)",New York City,Office Supplies,Envelopes,1633.47,69,1.0,697.97,42.73
,"('East',)",New York City,Office Supplies,Fasteners,206.57,69,0.2,68.49,33.16
,"('East',)",New York City,Office Supplies,Labels,1084.23,125,1.6,502.58,46.35
,"('East',)",New York City,Office Supplies,Paper,5634.6,463,6.4,2533.44,44.96
,"('East',)",New York City,Office Supplies,Storage,15578.64,277,5.4,2228.32,14.3
,"('East',)",New York City,Office Supplies,Supplies,3352.42,71,2.0,-299.21,-8.93
,"('East',)",New York City,Technology,Accessories,15320.92,254,3.4,3952.42,25.8
,"('East',)",New York City,Technology,Copiers,15839.86,18,0.8,5235.96,33.06
,"('East',)",New York City,Technology,Machines,43808.33,59,0.8,14574.35,33.27
,"('East',)",New York City,Technology,Phones,25429.37,280,8.2,5118.31,20.13
,"('East',)",Newark,Furniture,Bookcases,1497.67,2,0.15,140.96,9.41
,"('East',)",Newark,Furniture,Chairs,63.69,1,0.3,-15.47,-24.29
,"('East',)",Newark,Furniture,Furnishings,450.43,22,1.2,86.19,19.14
,"('East',)",Newark,Furniture,Tables,344.22,2,0.4,-189.32,-55.0
,"('East',)",Newark,Office Supplies,Appliances,122.43,4,0.0,46.71,38.15
,"('East',)",Newark,Office Supplies,Art,114.56,11,0.2,44.1,38.5
,"('East',)",Newark,Office Supplies,Binders,401.64,28,0.9,138.93,34.59
,"('East',)",Newark,Office Supplies,Fasteners,30.62,10,0.0,12.03,39.29
,"('East',)",Newark,Office Supplies,Labels,18.39,5,0.2,7.8,42.41
,"('East',)",Newark,Office Supplies,Paper,75.84,13,0.4,32.96,43.46
,"('East',)",Newark,Office Supplies,Storage,1024.02,24,0.2,71.62,6.99
,"('East',)",Newark,Technology,Accessories,990.92,21,1.0,73.09,7.38
,"('East',)",Newark,Technology,Machines,1688.76,11,1.1,-155.48,-9.21
,"('East',)",Newark,Technology,Phones,147.5,4,0.2,58.89,39.93
,"('East',)",Niagara Falls,Furniture,Furnishings,14.73,3,0.0,4.86,32.99
,"('East',)",Niagara Falls,Office Supplies,Art,17.28,6,0.0,5.01,28.99
,"('East',)",Niagara Falls,Office Supplies,Binders,132.74,10,1.1,34.65,26.1
,"('East',)",Niagara Falls,Office Supplies,Envelopes,63.97,2,0.2,19.99,31.25
,"('East',)",Niagara Falls,Technology,Copiers,999.98,2,0.0,449.99,45.0
,"('East',)",Norwich,Furniture,Bookcases,552.86,8,0.2,61.74,11.17
,"('East',)",Norwich,Furniture,Furnishings,1650.43,32,0.4,315.39,19.11
,"('East',)",Norwich,Office Supplies,Appliances,42.38,2,0.2,4.24,10.0
,"('East',)",Norwich,Office Supplies,Art,209.94,6,0.0,54.58,26.0
,"('East',)",Norwich,Office Supplies,Binders,119.17,28,2.6,-5.72,-4.8
,"('East',)",Norwich,Office Supplies,Labels,47.36,4,0.2,17.76,37.5
,"('East',)",Norwich,Office Supplies,Paper,110.97,15,0.2,52.31,47.14
,"('East',)",Norwich,Office Supplies,Storage,2068.33,15,0.4,350.36,16.94
,"('East',)",Norwich,Office Supplies,Supplies,4164.05,5,0.0,83.28,2.0
,"('East',)",Norwich,Technology,Accessories,422.86,8,0.2,116.36,27.52
,"('East',)",Norwich,Technology,Machines,1279.97,4,0.2,415.99,32.5
,"('East',)",Norwich,Technology,Phones,617.54,6,0.2,165.1,26.74
,"('East',)",Oceanside,Furniture,Chairs,1353.01,9,0.6,103.48,7.65
,"('East',)",Oceanside,Furniture,Furnishings,32.24,4,0.0,14.9,46.22
,"('East',)",Oceanside,Furniture,Tables,527.82,3,0.7,-184.38,-34.93
,"('East',)",Oceanside,Office Supplies,Appliances,1238.52,9,0.0,336.38,27.16
,"('East',)",Oceanside,Office Supplies,Art,50.64,11,0.0,16.65,32.88
,"('East',)",Oceanside,Office Supplies,Binders,125.52,29,2.8,-16.48,-13.13
,"('East',)",Oceanside,Office Supplies,Envelopes,51.12,4,0.0,23.0,44.99
,"('East',)",Oceanside,Office Supplies,Labels,6.3,2,0.0,3.02,47.94
,"('East',)",Oceanside,Office Supplies,Paper,651.32,39,0.8,288.59,44.31
,"('East',)",Oceanside,Office Supplies,Storage,190.14,7,0.2,-25.13,-13.22
,"('East',)",Oceanside,Office Supplies,Supplies,33.8,5,0.2,4.22,12.49
,"('East',)",Oceanside,Technology,Accessories,329.96,6,0.2,116.39,35.27
,"('East',)",Oceanside,Technology,Machines,65.97,3,0.0,31.01,47.01
,"('East',)",Parma,Furniture,Furnishings,31.98,2,0.2,1.2,3.75
,"('East',)",Parma,Office Supplies,Appliances,14.34,4,0.2,0.9,6.28
,"('East',)",Parma,Office Supplies,Art,46.83,4,0.4,5.27,11.25
,"('East',)",Parma,Office Supplies,Binders,198.16,7,0.2,74.07,37.38
,"('East',)",Parma,Office Supplies,Paper,47.28,9,0.4,16.96,35.87
,"('East',)",Parma,Office Supplies,Storage,33.29,1,0.0,7.99,24.0
,"('East',)",Parma,Technology,Phones,61.46,6,1.0,-21.93,-35.68
,"('East',)",Perth Amboy,Furniture,Furnishings,56.91,8,1.2,4.67,8.21
,"('East',)",Perth Amboy,Furniture,Tables,1218.73,5,0.3,-121.87,-10.0
,"('East',)",Perth Amboy,Office Supplies,Appliances,162.64,2,0.0,45.54,28.0
,"('East',)",Perth Amboy,Office Supplies,Fasteners,24.85,7,0.0,11.68,47.0
,"('East',)",Perth Amboy,Office Supplies,Labels,8.42,3,0.4,2.87,34.09
,"('East',)",Perth Amboy,Office Supplies,Paper,81.55,6,0.4,35.36,43.36
,"('East',)",Perth Amboy,Office Supplies,Storage,130.52,7,0.2,-10.21,-7.82
,"('East',)",Perth Amboy,Technology,Accessories,145.44,6,0.4,40.36,27.75
,"('East',)",Perth Amboy,Technology,Phones,597.0,3,0.0,280.59,47.0
,"('East',)",Philadelphia,Furniture,Bookcases,7987.41,45,3.29,-1914.89,-23.97
,"('East',)",Philadelphia,Furniture,Chairs,16747.45,116,5.5,1183.24,7.07
,"('East',)",Philadelphia,Furniture,Furnishings,6678.67,248,9.6,699.28,10.47
,"('East',)",Philadelphia,Furniture,Tables,9737.9,67,4.3,-490.3,-5.03
,"('East',)",Philadelphia,Office Supplies,Appliances,6945.28,122,6.1,1264.69,18.21
,"('East',)",Philadelphia,Office Supplies,Art,1297.99,148,3.6,200.14,15.42
,"('East',)",Philadelphia,Office Supplies,Binders,5034.38,306,39.0,-913.41,-18.14
,"('East',)",Philadelphia,Office Supplies,Envelopes,1446.22,87,2.0,646.48,44.7
,"('East',)",Philadelphia,Office Supplies,Fasteners,142.06,50,1.4,43.85,30.87
,"('East',)",Philadelphia,Office Supplies,Labels,474.37,66,1.8,189.16,39.88
,"('East',)",Philadelphia,Office Supplies,Paper,3607.04,330,7.8,1542.47,42.76
,"('East',)",Philadelphia,Office Supplies,Storage,21641.57,235,4.4,2540.04,11.74
,"('East',)",Philadelphia,Office Supplies,Supplies,852.97,31,1.0,-107.98,-12.66
,"('East',)",Philadelphia,Technology,Accessories,8614.32,141,3.6,1946.81,22.6
,"('East',)",Philadelphia,Technology,Copiers,10369.82,20,0.6,4341.43,41.87
,"('East',)",Philadelphia,Technology,Machines,2559.05,18,2.0,-76.05,-2.97
,"('East',)",Philadelphia,Technology,Phones,26784.68,269,13.2,1281.57,4.78
,"('East',)",Providence,Furniture,Bookcases,220.98,1,0.0,50.83,23.0
,"('East',)",Providence,Furniture,Chairs,1776.45,15,0.5,153.84,8.66
,"('East',)",Providence,Furniture,Furnishings,209.44,12,0.0,25.89,12.36
,"('East',)",Providence,Furniture,Tables,124.4,4,0.3,-21.33,-17.15
,"('East',)",Providence,Office Supplies,Appliances,13.76,1,0.8,-24.77,-180.01
,"('East',)",Providence,Office Supplies,Art,31.08,5,0.2,6.62,21.3
,"('East',)",Providence,Office Supplies,Binders,378.8,24,1.1,122.01,32.21
,"('East',)",Providence,Office Supplies,Envelopes,7.07,2,0.2,2.39,33.8
,"('East',)",Providence,Office Supplies,Fasteners,34.44,3,0.0,16.19,47.01
,"('East',)",Providence,Office Supplies,Paper,265.61,22,0.4,118.01,44.43
,"('East',)",Providence,Office Supplies,Storage,1812.77,19,0.6,501.13,27.64
,"('East',)",Providence,Office Supplies,Supplies,739.56,11,0.0,47.19,6.38
,"('East',)",Providence,Technology,Accessories,43.63,6,0.2,10.13,23.22
,"('East',)",Providence,Technology,Machines,3987.53,10,0.2,673.8,16.9
,"('East',)",Providence,Technology,Phones,829.92,7,0.2,52.66,6.35
,"('East',)",Quincy,Furniture,Bookcases,411.33,4,0.15,-4.84,-1.18
,"('East',)",Quincy,Furniture,Furnishings,125.26,4,0.0,28.89,23.06
,"('East',)",Quincy,Office Supplies,Appliances,211.25,6,0.2,15.84,7.5
,"('East',)",Quincy,Office Supplies,Art,47.96,5,0.2,4.2,8.76
,"('East',)",Quincy,Office Supplies,Labels,44.35,5,0.2,20.87,47.06
,"('East',)",Quincy,Office Supplies,Paper,31.1,6,0.2,10.89,35.02
,"('East',)",Quincy,Office Supplies,Supplies,12.91,4,0.2,-0.89,-6.89
,"('East',)",Quincy,Technology,Accessories,158.93,7,0.2,41.72,26.25
,"('East',)",Rochester,Furniture,Bookcases,523.26,9,0.0,125.58,24.0
,"('East',)",Rochester,Furniture,Furnishings,1214.32,9,0.0,125.63,10.35
,"('East',)",Rochester,Office Supplies,Appliances,122.94,3,0.0,30.73,25.0
,"('East',)",Rochester,Office Supplies,Art,19.9,6,0.0,5.83,29.3
,"('East',)",Rochester,Office Supplies,Binders,131.97,14,0.4,51.66,39.15
,"('East',)",Rochester,Office Supplies,Envelopes,11.07,3,0.0,5.09,45.98
,"('East',)",Rochester,Office Supplies,Labels,7.38,2,0.0,3.47,47.02
,"('East',)",Rochester,Office Supplies,Paper,19.05,3,0.0,8.76,45.98
,"('East',)",Rochester,Office Supplies,Storage,449.15,5,0.0,8.98,2.0
,"('East',)",Rochester,Technology,Accessories,272.61,13,0.0,98.14,36.0
,"('East',)",Rochester,Technology,Phones,598.8,5,0.0,156.57,26.15
,"('East',)",Springfield,Furniture,Bookcases,72.59,2,0.7,-128.24,-176.66
,"('East',)",Springfield,Furniture,Chairs,1408.1,10,0.0,394.27,28.0
,"('East',)",Springfield,Furniture,Furnishings,429.26,14,0.2,70.2,16.35
,"('East',)",Springfield,Furniture,Tables,85.98,1,0.0,22.35,25.99
,"('East',)",Springfield,Office Supplies,Art,66.08,13,0.4,23.3,35.26
,"('East',)",Springfield,Office Supplies,Binders,537.61,12,0.9,230.22,42.82
,"('East',)",Springfield,Office Supplies,Paper,299.1,14,0.4,126.71,42.36
,"('East',)",Springfield,Office Supplies,Storage,1900.15,21,0.2,-136.05,-7.16
,"('East',)",Springfield,Technology,Accessories,1092.9,19,0.2,259.88,23.78
,"('East',)",Springfield,Technology,Phones,207.57,5,0.6,9.33,4.49
,"('East',)",Toledo,Furniture,Bookcases,241.96,2,0.0,24.2,10.0
,"('East',)",Toledo,Furniture,Chairs,422.06,3,0.3,-18.09,-4.29
,"('East',)",Toledo,Furniture,Furnishings,723.75,20,0.4,331.01,45.74
,"('East',)",Toledo,Office Supplies,Appliances,82.9,5,0.2,15.07,18.18
,"('East',)",Toledo,Office Supplies,Art,204.92,10,0.2,60.39,29.47
,"('East',)",Toledo,Office Supplies,Binders,661.97,23,2.8,-529.13,-79.93
,"('East',)",Toledo,Office Supplies,Fasteners,11.87,8,0.4,-1.97,-16.6
,"('East',)",Toledo,Office Supplies,Paper,64.8,10,0.0,31.1,47.99
,"('East',)",Toledo,Office Supplies,Storage,254.35,6,0.2,-50.87,-20.0
,"('East',)",Toledo,Office Supplies,Supplies,25.35,3,0.0,7.6,29.98
,"('East',)",Toledo,Technology,Phones,406.75,6,0.4,50.03,12.3
,"('East',)",Troy,Furniture,Chairs,319.41,5,0.1,7.1,2.22
,"('East',)",Troy,Furniture,Furnishings,80.12,7,0.0,30.48,38.04
,"('East',)",Troy,Furniture,Tables,416.57,3,0.3,65.68,15.77
,"('East',)",Troy,Office Supplies,Art,55.09,13,0.2,16.01,29.06
,"('East',)",Troy,Office Supplies,Binders,139.5,24,2.0,32.52,23.31
,"('East',)",Troy,Office Supplies,Envelopes,8.86,3,0.2,2.88,32.51
,"('East',)",Troy,Office Supplies,Fasteners,11.68,4,0.0,5.26,45.03
,"('East',)",Troy,Office Supplies,Labels,18.61,6,0.4,6.05,32.51
,"('East',)",Troy,Office Supplies,Paper,478.21,26,0.0,230.46,48.19
,"('East',)",Troy,Office Supplies,Storage,219.46,7,0.0,54.97,25.05
,"('East',)",Troy,Technology,Accessories,1049.09,14,0.2,186.25,17.75
,"('East',)",Troy,Technology,Phones,59.97,3,0.0,28.79,48.01
,"('East',)",Vineland,Furniture,Furnishings,17.31,3,0.0,5.19,29.98
,"('East',)",Vineland,Furniture,Tables,244.01,2,0.3,-31.37,-12.86
,"('East',)",Vineland,Office Supplies,Art,19.54,3,0.2,4.88,24.97
,"('East',)",Vineland,Office Supplies,Binders,82.44,13,0.9,-48.03,-58.26
